,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,assembly,experiment_id,SRA_id,fasta_file,Sample
SRR28230333,2022-11-09,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230333,SRX23841522,,
SRR28230334,2022-11-08,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230334,SRX23841521,,
SRR28230331,2022-11-08,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230331,SRX23841524,,
SRR28230390,2022-11-08,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230390,SRX23841466,,
SRR28230335,2022-11-07,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230335,SRX23841520,,
SRR28230332,2022-11-06,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230332,SRX23841523,,
SRR28230336,2022-11-06,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230336,SRX23841519,,
SRR28230391,2022-11-04,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230391,SRX23841465,,
SRR28230149,2022-11-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230149,SRX23841707,,
SRR28230397,2022-11-01,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230397,SRX23841459,,
SRR28230150,2022-11-01,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230150,SRX23841706,,
SRR28230147,2022-10-31,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230147,SRX23841709,,
SRR28230338,2022-10-31,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230338,SRX23841517,,
SRR28230148,2022-10-30,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230148,SRX23841708,,
SRR28230396,2022-10-28,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230396,SRX23841460,,
SRR28230339,2022-10-27,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230339,SRX23841516,,
SRR28230422,2022-10-26,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230422,SRX23841433,,
SRR28230424,2022-10-26,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230424,SRX23841431,,
SRR28230425,2022-10-25,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230425,SRX23841430,,
SRR28230176,2022-10-24,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230176,SRX23841680,,
SRR28230429,2022-10-24,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230429,SRX23841967,,
SRR28230430,2022-10-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230430,SRX23841966,,
SRR28230423,2022-10-21,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230423,SRX23841432,,
SRR28230181,2022-10-19,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230181,SRX23841675,,
SRR28230177,2022-10-19,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230177,SRX23841679,,
SRR28230183,2022-10-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230183,SRX23841673,,
SRR28230184,2022-10-18,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230184,SRX23841672,,
SRR28230185,2022-10-17,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230185,SRX23841671,,
SRR28230194,2022-10-17,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230194,SRX23841662,,
SRR28230186,2022-10-16,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230186,SRX23841670,,
SRR28230182,2022-10-13,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230182,SRX23841674,,
SRR28230201,2022-10-12,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230201,SRX23841655,,
SRR28230202,2022-10-11,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230202,SRX23841905,,
SRR28230502,2022-10-11,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230502,SRX23841895,,
SRR28230493,2022-10-10,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230493,SRX23841904,,
SRR28230198,2022-10-10,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230198,SRX23841658,,
SRR28230494,2022-10-09,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230494,SRX23841903,,
SRR28230199,2022-10-09,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230199,SRX23841657,,
SRR28230503,2022-10-06,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230503,SRX23841894,,
SRR28230411,2022-10-06,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230411,SRX23841444,,
SRR28230413,2022-10-05,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230413,SRX23841442,,
SRR28230195,2022-10-04,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230195,SRX23841661,,
SRR28230412,2022-10-04,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230412,SRX23841443,,
SRR28230414,2022-10-04,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230414,SRX23841441,,
SRR28230419,2022-10-03,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230419,SRX23841436,,
SRR28230416,2022-10-03,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230416,SRX23841439,,
SRR28230417,2022-10-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230417,SRX23841438,,
SRR28230418,2022-09-29,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230418,SRX23841437,,
SRR28230344,2022-09-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230344,SRX23841511,,
SRR28230347,2022-09-27,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230347,SRX23841508,,
SRR28230520,2022-09-27,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230520,SRX23841514,,
SRR28230345,2022-09-26,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230345,SRX23841510,,
SRR28230348,2022-09-26,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230348,SRX23841507,,
SRR28230342,2022-09-25,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230342,SRX23841513,,
SRR28230346,2022-09-25,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230346,SRX23841509,,
SRR28230349,2022-09-23,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230349,SRX23841506,,
SRR28230343,2022-09-22,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230343,SRX23841512,,
SRR28230350,2022-09-22,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230350,SRX23841505,,
SRR28230521,2022-09-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230521,SRX23841876,,
SRR28230352,2022-09-21,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230352,SRX23841503,,
SRR28230367,2022-09-21,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230367,SRX23841488,,
SRR28230522,2022-09-20,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230522,SRX23841875,,
SRR28230353,2022-09-20,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230353,SRX23841502,,
SRR28230523,2022-09-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230523,SRX23841874,,
SRR28230526,2022-09-18,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230526,SRX23841871,,
SRR28230368,2022-09-18,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230368,SRX23841487,,
SRR28230354,2022-09-16,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230354,SRX23841501,,
SRR28230370,2022-09-15,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230370,SRX23841877,,
SRR28230355,2022-09-15,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230355,SRX23841500,,
SRR28230538,2022-09-14,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230538,SRX23841859,,
SRR28230356,2022-09-14,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230356,SRX23841499,,
SRR28230357,2022-09-13,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230357,SRX23841498,,
SRR28230535,2022-09-13,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230535,SRX23841862,,
SRR28230539,2022-09-13,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230539,SRX23841858,,
SRR28230203,2022-09-12,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230203,SRX23841653,,
SRR28230540,2022-09-12,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230540,SRX23841857,,
SRR28230541,2022-09-11,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230541,SRX23841856,,
SRR28230537,2022-09-08,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230537,SRX23841860,,
SRR28230510,2022-09-07,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230510,SRX23841887,,
SRR28230204,2022-09-07,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230204,SRX23841652,,
SRR28230511,2022-09-06,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230511,SRX23841886,,
SRR28230514,2022-09-06,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230514,SRX23841883,,
SRR28230512,2022-09-05,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230512,SRX23841885,,
SRR28230515,2022-09-05,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230515,SRX23841882,,
SRR28230513,2022-09-04,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230513,SRX23841884,,
SRR28230507,2022-09-04,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230507,SRX23841890,,
SRR28230509,2022-09-01,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230509,SRX23841888,,
SRR28230516,2022-09-01,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230516,SRX23841881,,
SRR28230207,2022-08-31,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230207,SRX23841649,,
SRR28230208,2022-08-30,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230208,SRX23841648,,
SRR28230205,2022-08-30,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230205,SRX23841651,,
SRR28230209,2022-08-29,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230209,SRX23841647,,
SRR28230230,2022-08-29,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230230,SRX23841961,,
SRR28230210,2022-08-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230210,SRX23841646,,
SRR28230206,2022-08-25,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230206,SRX23841650,,
SRR28230437,2022-08-25,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230437,SRX23841960,,
SRR28230441,2022-08-24,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230441,SRX23841956,,
SRR28230438,2022-08-23,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230438,SRX23841959,,
SRR28230445,2022-08-23,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230445,SRX23841952,,
SRR28230442,2022-08-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230442,SRX23841955,,
SRR28230443,2022-08-22,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230443,SRX23841954,,
SRR28230444,2022-08-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230444,SRX23841953,,
SRR28230446,2022-08-19,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230446,SRX23841951,,
SRR28230439,2022-08-18,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230439,SRX23841958,,
SRR18541027,2022-02-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541027,SRX14670900,NC_045512_Hu-1.fasta,SEARCH-73091__E0002430__N09__220217_A00953_0501_AHHLTHDSX3__002
SRR18541028,2022-02-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541028,SRX14670899,NC_045512_Hu-1.fasta,SEARCH-73089__E0002430__L09__220217_A00953_0501_AHHLTHDSX3__002
SRR18541029,2022-02-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541029,SRX14670898,NC_045512_Hu-1.fasta,SEARCH-73087__E0002430__J09__220217_A00953_0501_AHHLTHDSX3__002
SRR18541031,2022-01-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541031,SRX14670896,NC_045512_Hu-1.fasta,SEARCH-71751__E0002355__M13__220210_A00953_0496_AHFTHLDSX3__002
SRR18541030,2022-01-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541030,SRX14670897,NC_045512_Hu-1.fasta,SEARCH-71753__E0002355__O13__220210_A00953_0496_AHFTHLDSX3__002
SRR18541032,2022-01-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541032,SRX14670895,NC_045512_Hu-1.fasta,SEARCH-70254__E0002282__A13__220202_A01535_0076_BHGWMFDSX3__002
SRR18541037,2022-01-17,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,,SRR18541037,SRX14670890,NC_045512_Hu-1.fasta,SEARCH-68235__E0002175__L12__220127_A01535_0075_BHCMJ7DSX3__002
